code_period,code_present_place,date_receipt,fid,s40,year,quarter
21,214,2019-04-04,57378,1135,2019,1
21,214,2019-07-02,60902,2033422,2019,1
21,214,2019-04-22,61640,0,2019,1
21,214,2019-04-23,61860,18001,2019,1
21,214,2019-04-07,62340,3362,2019,1
21,214,2019-04-24,64952,0,2019,1
21,214,2019-04-16,76695,873642,2019,1
21,214,2019-12-09,86594,0,2019,1
21,214,2020-03-16,92225,5809302,2019,1
21,214,2019-06-20,113842,160196,2019,1
21,214,2019-12-26,120346,2399,2019,1
21,214,2019-04-23,122799,3645097,2019,1
21,214,2019-04-02,128361,0,2019,1
21,214,2019-04-10,138056,0,2019,1
21,214,2019-04-10,141011,0,2019,1
21,214,2019-04-24,142070,124440,2019,1
21,214,2019-04-25,161291,0,2019,1
21,214,2020-03-26,164602,10497,2019,1
21,214,2020-02-17,168826,32710318,2019,1
21,214,2019-10-25,185822,69441,2019,1
21,214,2019-04-24,190367,56875,2019,1
21,214,2019-04-01,194435,0,2019,1
21,214,2019-04-24,197922,5970,2019,1
21,214,2019-04-15,16521,0,2019,1
21,214,2019-04-25,31993,1886782,2019,1
21,214,2019-04-25,32471,75491,2019,1
21,214,2019-04-10,34793,0,2019,1
21,214,2019-04-25,35809,423,2019,1
21,214,2020-12-07,39316,67101,2019,1
21,214,2019-04-18,49711,0,2019,1
21,214,2019-04-15,51028,148201,2019,1
21,214,2019-04-05,57418,0,2019,1
21,214,2019-04-24,59911,6645,2019,1
21,214,2019-04-16,67314,0,2019,1
21,214,2019-10-11,74808,912113,2019,1
21,214,2019-04-22,77398,131832,2019,1
21,214,2019-04-23,78595,233040,2019,1
21,214,2019-04-16,89175,0,2019,1
21,214,2019-04-05,92654,0,2019,1
21,214,2019-04-23,92730,0,2019,1
21,214,2019-04-23,102394,0,2019,1
21,214,2019-10-29,119453,2009414,2019,1
21,214,2019-04-25,130981,3476,2019,1
21,214,2019-04-18,137942,0,2019,1
21,214,2019-04-05,138694,0,2019,1
21,214,2019-04-25,147588,566582,2019,1
21,214,2019-07-11,165181,0,2019,1
21,214,2020-02-19,166222,955653,2019,1
21,214,2019-08-01,167909,166390,2019,1
21,214,2019-04-23,177279,0,2019,1
21,214,2019-04-10,178068,0,2019,1
21,214,2019-04-17,178629,0,2019,1
21,214,2019-04-05,180827,0,2019,1
21,214,2019-04-08,182843,0,2019,1
21,214,2019-04-04,188625,0,2019,1
21,214,2019-04-29,199617,1831,2019,1
21,214,2019-04-16,199624,247395,2019,1
21,214,2019-04-25,11155,295696,2019,1
21,214,2019-04-15,36341,0,2019,1
21,214,2019-04-25,37018,230999,2019,1
21,214,2019-04-25,39686,3578,2019,1
21,214,2019-04-22,46785,4681102,2019,1
21,214,2019-04-15,50327,0,2019,1
21,214,2019-04-17,72933,0,2019,1
21,214,2019-04-24,73783,664745,2019,1
21,214,2019-04-25,79929,130457,2019,1
21,214,2019-04-18,80577,0,2019,1
21,214,2020-02-16,98843,2000,2019,1
21,214,2019-04-25,112391,18466,2019,1
21,214,2019-04-29,121251,0,2019,1
21,331,2019-04-08,122552,254997,2019,1
21,214,2019-08-02,124430,455677,2019,1
21,214,2019-04-11,130727,0,2019,1
21,214,2019-04-22,132696,3951,2019,1
21,214,2019-08-09,146822,0,2019,1
21,214,2019-04-23,147967,6176,2019,1
21,214,2019-04-23,158184,5,2019,1
21,214,2019-04-22,160579,0,2019,1
21,214,2020-04-20,166108,26499525,2019,1
21,214,2019-06-07,173586,1024441,2019,1
21,214,2019-04-23,175145,2560104,2019,1
21,214,2020-07-17,190515,0,2019,1
21,214,2019-04-25,193237,2125773,2019,1
21,214,2019-04-22,13071,97941,2019,1
21,214,2019-05-13,32240,3784421,2019,1
21,213,2020-02-07,46935,124421,2019,1
21,214,2019-04-14,47978,0,2019,1
21,214,2019-06-19,50394,166098,2019,1
21,214,2019-08-14,59126,17480,2019,1
21,214,2020-02-20,61436,21194610,2019,1
21,214,2019-04-24,61496,290513,2019,1
21,214,2019-04-16,65209,0,2019,1
21,214,2019-10-25,78056,0,2019,1
21,214,2019-04-25,80871,254,2019,1
21,214,2019-06-17,85850,56402,2019,1
21,214,2019-04-03,91569,0,2019,1
21,214,2019-04-19,91741,0,2019,1
21,214,2019-04-12,97792,9763,2019,1
21,214,2019-04-11,98824,0,2019,1
21,214,2019-04-15,100648,0,2019,1
21,214,2019-04-25,106276,0,2019,1
21,214,2019-04-18,107429,15664,2019,1
21,214,2019-04-23,123451,0,2019,1
21,214,2019-04-30,126089,0,2019,1
21,214,2020-08-27,130554,17804,2019,1
21,214,2019-04-16,130708,0,2019,1
21,214,2019-04-04,135002,0,2019,1
21,214,2019-04-18,143029,425553,2019,1
21,214,2019-04-29,145047,33820,2019,1
21,214,2019-04-04,150033,0,2019,1
21,214,2019-04-16,151432,0,2019,1
21,214,2019-04-25,163585,46671,2019,1
21,214,2019-04-11,175799,2685,2019,1
21,214,2019-04-25,177247,0,2019,1
21,214,2019-04-15,178078,0,2019,1
21,214,2019-04-16,183540,2896,2019,1
21,214,2019-04-15,190200,1130,2019,1
21,214,2019-04-04,198977,0,2019,1
21,214,2020-07-08,9410,66847,2019,1
21,214,2019-04-24,13119,0,2019,1
21,214,2019-04-22,20007,0,2019,1
21,214,2019-04-22,22892,0,2019,1
21,214,2019-04-09,23195,0,2019,1
21,214,2019-04-19,24368,0,2019,1
21,214,2019-04-15,40896,0,2019,1
21,214,2019-04-11,41157,0,2019,1
21,214,2019-04-25,41633,187668,2019,1
21,214,2019-04-15,50298,0,2019,1
21,214,2019-04-04,58441,0,2019,1
21,214,2019-04-16,67619,0,2019,1
21,214,2019-04-25,69257,138301,2019,1
21,214,2019-04-23,73102,0,2019,1
21,214,2019-04-16,85217,0,2019,1
21,214,2019-07-30,91427,188645,2019,1
21,214,2020-01-21,104025,4530,2019,1
21,214,2019-04-11,112417,0,2019,1
21,214,2019-04-09,114894,28295,2019,1
21,214,2019-04-24,117724,43364,2019,1
21,214,2019-04-25,138280,0,2019,1
21,214,2019-04-25,139246,1203969,2019,1
21,214,2019-04-12,146688,0,2019,1
21,214,2019-04-17,147408,0,2019,1
21,214,2019-04-02,147514,0,2019,1
21,214,2019-04-10,154830,0,2019,1
21,214,2019-04-24,173775,2670595,2019,1
21,214,2019-04-10,177705,0,2019,1
21,214,2019-04-12,187450,2068,2019,1
21,214,2019-04-22,193156,8671,2019,1
21,214,2019-04-01,197732,0,2019,1
21,214,2019-04-25,198069,15625,2019,1
21,214,2019-04-25,13342,46144,2019,1
21,214,2019-04-11,14621,0,2019,1
21,214,2021-01-14,16403,102609,2019,1
21,214,2019-04-16,18732,100586,2019,1
21,214,2019-04-25,21412,0,2019,1
21,214,2019-04-25,26761,10659,2019,1
21,214,2019-04-22,28301,48006,2019,1
21,214,2019-04-15,47832,0,2019,1
21,214,2019-04-16,51161,0,2019,1
21,214,2019-04-23,52555,0,2019,1
21,214,2019-06-19,60577,99332,2019,1
21,214,2019-04-24,61458,10982,2019,1
21,214,2019-04-25,71904,4216,2019,1
21,214,2019-08-08,74151,654984,2019,1
21,214,2019-04-19,76053,128,2019,1
21,214,2019-06-06,78233,5322,2019,1
21,214,2019-07-24,83874,357588,2019,1
21,214,2019-04-22,84758,0,2019,1
21,214,2019-04-24,123043,0,2019,1
21,214,2019-04-09,131129,0,2019,1
21,214,2019-04-17,137514,0,2019,1
21,214,2019-04-22,137783,28178,2019,1
21,214,2019-04-22,147673,0,2019,1
21,214,2020-03-14,172491,1217,2019,1
21,214,2019-06-03,173238,1510214,2019,1
21,214,2019-04-22,181643,205270,2019,1
21,214,2019-10-25,187140,9651486,2019,1
21,214,2019-04-23,199203,0,2019,1
21,214,2019-07-18,6044,35402699,2019,1
21,214,2019-04-25,11272,0,2019,1
21,214,2019-04-01,15469,0,2019,1
21,214,2019-04-22,30418,372086,2019,1
21,214,2019-06-10,33819,47323,2019,1
21,214,2019-04-22,41903,51864914,2019,1
21,214,2019-04-19,45856,0,2019,1
21,214,2019-04-25,52204,1120908,2019,1
21,214,2019-10-25,55861,565164,2019,1
21,214,2019-04-23,56330,0,2019,1
21,214,2019-04-19,69820,0,2019,1
21,214,2020-10-07,93056,0,2019,1
21,214,2019-04-02,93329,0,2019,1
21,214,2019-05-22,100152,0,2019,1
21,214,2019-04-24,100869,0,2019,1
21,214,2019-06-10,110716,3548791,2019,1
21,214,2019-09-06,117199,14405762,2019,1
21,214,2019-04-03,130867,3000,2019,1
21,214,2020-03-18,133399,10474,2019,1
21,214,2020-07-28,147036,0,2019,1
21,214,2019-04-14,156504,35493,2019,1
21,214,2019-04-18,159947,0,2019,1
21,214,2019-04-16,171945,0,2019,1
21,214,2020-03-12,178001,2703657,2019,1
21,214,2019-04-25,178464,14527,2019,1
21,214,2019-05-31,182427,46094,2019,1
21,214,2019-04-25,189176,0,2019,1
21,214,2019-04-21,193981,0,2019,1
21,214,2019-04-03,195400,0,2019,1
21,214,2019-04-23,12755,0,2019,1
21,214,2019-04-19,20418,5000,2019,1
21,214,2019-04-14,36948,0,2019,1
21,214,2019-04-18,42190,24330,2019,1
21,214,2019-04-18,48395,0,2019,1
21,214,2019-04-08,51527,0,2019,1
21,214,2019-04-25,58747,139433,2019,1
21,214,2019-04-18,67402,8343,2019,1
21,214,2019-04-05,67939,0,2019,1
21,214,2019-04-08,71260,0,2019,1
21,214,2019-04-24,74956,590634,2019,1
21,214,2019-04-22,86361,26810,2019,1
21,214,2019-06-25,95544,0,2019,1
21,214,2019-05-13,102298,17456,2019,1
21,214,2019-04-25,110294,15559,2019,1
21,214,2019-04-25,125323,0,2019,1
21,214,2019-04-18,128467,7756,2019,1
21,214,2019-04-15,130079,0,2019,1
21,214,2019-04-12,138618,0,2019,1
21,214,2020-03-30,139939,0,2019,1
21,214,2019-05-24,146157,0,2019,1
21,214,2019-04-02,147473,0,2019,1
21,214,2019-04-22,167933,745773,2019,1
21,331,2019-04-25,1785,100510,2019,1
21,214,2019-04-23,6049,6800026,2019,1
21,214,2020-10-06,13162,16380701,2019,1
21,214,2019-04-24,15301,0,2019,1
21,214,2019-04-25,25373,0,2019,1
21,214,2019-04-23,26190,12069300,2019,1
21,214,2019-05-10,33867,207269,2019,1
21,214,2019-04-25,34070,20025,2019,1
21,214,2019-04-17,35513,0,2019,1
21,214,2019-06-03,40952,0,2019,1
21,214,2019-04-24,42319,33825,2019,1
21,214,2019-07-01,50477,1692348,2019,1
21,214,2019-04-23,67792,169868,2019,1
21,214,2019-04-19,72726,0,2019,1
21,214,2019-04-25,78086,164702,2019,1
21,214,2019-04-23,82282,0,2019,1
21,214,2019-06-30,85622,468735,2019,1
21,213,2019-04-17,87457,1309198,2019,1
21,214,2019-04-21,90253,9135,2019,1
21,214,2019-04-26,97383,0,2019,1
21,214,2019-04-24,104899,171099,2019,1
21,214,2019-04-09,109023,7500,2019,1
21,214,2019-04-24,110374,0,2019,1
21,214,2019-04-24,112367,77942,2019,1
21,214,2019-04-25,112642,173529,2019,1
21,214,2019-04-24,115740,19239,2019,1
21,214,2019-04-24,127408,3688278,2019,1
21,214,2019-04-19,129416,0,2019,1
21,214,2019-04-24,130126,885965,2019,1
21,214,2019-07-19,137422,0,2019,1
21,214,2019-04-01,143430,0,2019,1
21,214,2019-08-06,146167,72598,2019,1
21,214,2019-04-08,147645,0,2019,1
21,214,2019-04-22,148176,5007,2019,1
21,214,2019-04-24,169422,2179,2019,1
21,214,2019-04-19,170533,0,2019,1
21,214,2019-04-23,198949,76528,2019,1
21,214,2019-04-19,199830,0,2019,1
21,214,2019-04-23,2564,0,2019,1
21,214,2019-04-19,8034,0,2019,1
21,214,2019-04-25,9517,5519,2019,1
21,214,2019-06-01,10453,15241,2019,1
21,214,2019-04-25,14494,0,2019,1
21,214,2019-04-10,17297,0,2019,1
21,214,2019-04-15,29944,0,2019,1
21,214,2019-06-13,32038,2947,2019,1
21,214,2019-04-24,41908,0,2019,1
21,214,2019-04-24,43875,183171,2019,1
21,214,2019-04-18,51151,0,2019,1
21,214,2019-04-25,51443,0,2019,1
21,214,2019-04-25,52720,167726,2019,1
21,214,2019-04-24,53415,614703,2019,1
21,214,2019-04-19,91589,0,2019,1
21,214,2019-04-15,106361,0,2019,1
21,214,2019-04-25,107973,7314,2019,1
21,214,2019-04-19,113750,0,2019,1
21,214,2019-04-04,116642,0,2019,1
21,214,2019-04-22,124806,0,2019,1
21,214,2019-04-10,127113,0,2019,1
21,214,2019-04-03,128472,0,2019,1
21,214,2019-06-04,128572,0,2019,1
21,214,2019-04-24,140144,96281,2019,1
21,214,2019-04-25,164941,5734,2019,1
21,214,2019-04-24,167866,164766,2019,1
21,214,2019-04-25,171289,2333216,2019,1
21,214,2019-04-09,174490,0,2019,1
21,214,2019-04-02,177966,0,2019,1
21,214,2019-04-24,183175,0,2019,1
21,214,2019-04-11,8416,0,2019,1
21,214,2019-07-17,11469,1510924,2019,1
21,214,2019-04-23,17722,0,2019,1
21,214,2019-04-06,23263,0,2019,1
21,214,2019-04-15,24775,0,2019,1
21,214,2019-04-18,57353,0,2019,1
21,214,2019-04-23,65190,232372,2019,1
21,214,2019-04-18,76248,0,2019,1
21,214,2019-07-25,77892,73410,2019,1
21,214,2019-04-25,80908,0,2019,1
21,214,2019-04-18,83376,985,2019,1
21,214,2019-10-25,95062,1957125,2019,1
21,214,2019-07-24,95474,13431785,2019,1
21,214,2019-05-22,99334,0,2019,1
21,214,2019-04-16,129329,370404,2019,1
21,214,2019-04-25,131500,0,2019,1
21,214,2019-10-25,141849,6140,2019,1
21,214,2019-04-25,141928,72766,2019,1
21,214,2019-07-02,154836,0,2019,1
21,214,2019-04-07,155425,0,2019,1
21,214,2019-04-02,158599,0,2019,1
21,214,2019-04-23,164527,53942,2019,1
21,214,2019-04-15,166202,0,2019,1
21,214,2019-04-25,193180,6340,2019,1
21,214,2019-04-24,19910,12474157,2019,1
21,214,2019-04-25,22609,2244644,2019,1
21,214,2019-04-02,29467,0,2019,1
21,214,2019-04-19,34144,167454,2019,1
21,214,2019-04-08,35369,0,2019,1
21,214,2019-04-10,35595,0,2019,1
21,214,2019-04-24,38259,130997,2019,1
21,214,2019-04-09,50283,19263,2019,1
21,214,2019-04-24,67627,0,2019,1
21,214,2019-04-19,68148,15381,2019,1
21,214,2020-01-27,78413,17899,2019,1
21,214,2019-04-16,79500,0,2019,1
21,214,2019-04-18,81679,0,2019,1
21,214,2019-07-13,83381,45494,2019,1
21,214,2019-12-09,86267,6445059,2019,1
21,214,2019-04-23,86678,0,2019,1
21,214,2019-06-18,98421,15561,2019,1
21,214,2019-05-06,101996,14858,2019,1
21,214,2019-04-24,104746,0,2019,1
21,214,2019-04-19,105428,0,2019,1
21,214,2019-04-08,118671,0,2019,1
21,214,2019-04-29,137891,68292,2019,1
21,214,2019-04-18,138733,0,2019,1
21,214,2019-04-24,141110,2152,2019,1
21,214,2019-04-02,158022,0,2019,1
21,214,2019-04-23,159817,0,2019,1
21,214,2019-04-22,161838,0,2019,1
21,214,2019-06-05,162101,2813224,2019,1
21,214,2019-07-24,168764,0,2019,1
21,214,2019-06-25,172163,740427,2019,1
21,214,2019-04-08,173626,0,2019,1
21,214,2019-06-04,175303,182029,2019,1
21,214,2019-04-05,185118,0,2019,1
21,214,2019-07-18,191036,0,2019,1
21,214,2019-04-22,192175,0,2019,1
21,214,2019-05-08,193526,89283,2019,1
21,214,2019-04-22,19523,241007,2019,1
21,214,2019-04-18,33815,0,2019,1
21,214,2019-08-13,36094,35689,2019,1
21,214,2019-04-22,42347,0,2019,1
21,214,2019-04-15,47746,56742,2019,1
21,214,2019-04-24,55824,0,2019,1
21,214,2019-04-19,57880,0,2019,1
21,214,2019-04-25,61080,511374,2019,1
21,214,2019-04-08,65710,0,2019,1
21,214,2019-04-04,67657,0,2019,1
21,214,2019-04-23,70443,20969,2019,1
21,214,2019-04-04,71679,0,2019,1
21,214,2019-04-18,85964,0,2019,1
21,214,2019-04-25,98994,0,2019,1
21,214,2019-05-14,104674,0,2019,1
21,214,2019-12-12,115367,2231924,2019,1
21,214,2019-05-30,116173,0,2019,1
21,214,2019-04-18,123520,0,2019,1
21,214,2019-04-23,126869,0,2019,1
21,214,2019-04-24,129652,40092,2019,1
21,214,2019-04-16,138371,0,2019,1
21,214,2019-06-28,139105,417195,2019,1
21,214,2019-04-23,145858,0,2019,1
21,214,2019-04-02,147678,0,2019,1
21,214,2019-04-15,164840,0,2019,1
21,214,2019-08-15,185441,11462,2019,1
21,214,2019-04-22,4372,118098,2019,1
21,214,2019-04-15,12216,0,2019,1
21,214,2019-04-04,17586,0,2019,1
21,214,2019-04-24,20557,50562,2019,1
21,214,2019-04-05,22858,0,2019,1
21,214,2019-04-24,34052,4875,2019,1
21,214,2019-04-11,37219,0,2019,1
21,214,2019-04-22,37886,2247,2019,1
21,214,2019-04-24,57716,349387,2019,1
21,214,2019-04-29,60861,1067825,2019,1
21,214,2019-04-24,62447,45689,2019,1
21,214,2019-04-08,73393,0,2019,1
21,214,2019-06-24,74885,649628,2019,1
21,214,2019-04-11,75329,0,2019,1
21,214,2019-06-19,79546,88933,2019,1
21,214,2019-04-19,80107,0,2019,1
21,214,2019-04-19,82040,0,2019,1
21,214,2019-04-15,85222,0,2019,1
21,214,2019-04-08,96151,0,2019,1
21,214,2019-04-05,100270,0,2019,1
21,214,2019-04-25,112026,97169,2019,1
21,214,2019-04-24,124477,1525,2019,1
21,214,2019-04-15,131290,163,2019,1
21,214,2019-04-24,139673,0,2019,1
21,214,2020-03-20,142386,102261,2019,1
21,214,2019-04-12,167333,0,2019,1
21,214,2019-04-03,176873,0,2019,1
21,214,2019-04-16,176936,0,2019,1
21,214,2019-04-18,177028,0,2019,1
21,214,2019-04-23,184445,159259,2019,1
21,214,2019-04-10,186109,0,2019,1
21,214,2019-04-24,186161,9196,2019,1
21,214,2019-04-25,191272,0,2019,1
21,214,2019-04-18,193998,78403,2019,1
21,214,2019-04-23,195108,459265,2019,1
21,214,2019-04-23,199007,0,2019,1
21,214,2019-04-24,199278,35326,2019,1
21,214,2019-04-16,7497,2274,2019,1
21,214,2019-04-22,8506,80072,2019,1
21,214,2019-04-24,11914,319620,2019,1
21,214,2019-04-23,19178,0,2019,1
21,214,2019-04-23,42689,0,2019,1
21,214,2019-04-22,44948,8219294,2019,1
21,214,2019-04-15,53376,20429,2019,1
21,214,2019-04-22,53548,0,2019,1
21,214,2019-04-25,69881,0,2019,1
21,214,2019-04-20,72449,3865,2019,1
21,214,2019-04-17,73343,46917,2019,1
21,214,2019-04-08,87823,0,2019,1
21,214,2019-04-24,90087,736730,2019,1
21,214,2019-04-19,90484,24531,2019,1
21,214,2019-04-11,91773,0,2019,1
21,214,2019-04-10,92300,0,2019,1
21,214,2019-08-13,94322,211,2019,1
21,214,2019-07-06,94764,0,2019,1
21,214,2019-04-25,95848,149057,2019,1
21,214,2019-04-23,98256,0,2019,1
21,214,2019-05-07,100833,34156,2019,1
21,214,2019-06-05,108107,0,2019,1
21,214,2019-04-12,110207,0,2019,1
21,214,2019-04-17,113025,0,2019,1
21,214,2019-04-16,113767,685,2019,1
21,214,2019-04-15,115580,0,2019,1
21,214,2019-04-23,120763,170116,2019,1
21,214,2019-04-19,124200,0,2019,1
21,214,2019-04-12,127539,0,2019,1
21,214,2019-04-04,141240,0,2019,1
21,214,2019-04-15,145079,0,2019,1
21,214,2019-07-24,146225,332791,2019,1
21,214,2019-04-15,149291,0,2019,1
21,214,2019-04-08,160236,0,2019,1
21,214,2019-04-22,163908,0,2019,1
21,214,2019-04-24,165671,876707,2019,1
21,214,2019-04-24,175665,0,2019,1
21,214,2019-04-24,177900,7500,2019,1
21,214,2019-04-18,192417,0,2019,1
21,214,2019-04-25,14248,26737697,2019,1
21,214,2019-04-25,19838,0,2019,1
21,214,2019-12-23,22304,3738007,2019,1
21,214,2019-04-16,23206,0,2019,1
21,214,2020-11-09,43102,0,2019,1
21,214,2019-04-11,59067,0,2019,1
21,214,2019-04-24,65124,7672,2019,1
21,214,2020-12-08,69689,64886,2019,1
21,214,2019-04-05,73640,0,2019,1
21,214,2019-04-25,91953,2472,2019,1
21,214,2019-04-24,92595,1407,2019,1
21,214,2019-04-15,93975,0,2019,1
21,214,2019-04-25,108173,13953,2019,1
21,214,2019-04-25,110975,193906,2019,1
21,214,2019-06-04,123802,384396,2019,1
21,214,2019-04-19,126237,5102,2019,1
21,214,2019-08-06,130886,332244,2019,1
21,214,2019-04-25,139316,74375,2019,1
21,214,2019-04-16,140629,0,2019,1
21,214,2019-04-09,143308,0,2019,1
21,214,2019-04-12,161090,0,2019,1
21,214,2019-04-22,161366,0,2019,1
21,214,2019-04-08,173620,0,2019,1
21,214,2019-04-22,187330,12381,2019,1
21,214,2019-04-24,189274,0,2019,1
21,214,2019-04-18,195700,9500,2019,1
21,214,2019-04-08,1255,130157,2019,1
21,214,2019-04-10,1826,0,2019,1
21,214,2019-04-23,6756,0,2019,1
21,214,2019-04-02,15550,0,2019,1
21,214,2019-04-04,21421,0,2019,1
21,231,2019-04-19,21758,0,2019,1
21,214,2019-04-30,28971,13049,2019,1
21,214,2019-04-19,43884,0,2019,1
21,214,2019-04-01,46009,0,2019,1
21,214,2019-04-25,47368,70322,2019,1
21,214,2019-04-08,50678,0,2019,1
21,214,2019-04-19,53329,12469750,2019,1
21,214,2020-12-30,58542,41105587,2019,1
21,214,2019-04-23,67859,1356614,2019,1
21,214,2019-04-25,69821,0,2019,1
